contig_id	mean_contig	cluster_id	nucl_freq.gc	length	NA	color
NODE_15964_length_1353_cov_3.859014	7.186	38	70.9534368070953	1353	1other	1other
NODE_15965_length_1353_cov_3.241140	5.381	14	61.5668883961567	1353	1other	1other
NODE_15966_length_1353_cov_3.062404	5.247	14	64.9667405764967	1353	1other	1other
NODE_15967_length_1353_cov_2.972265	5.673	14	62.1581670362158	1353	1other	1other
NODE_15968_length_1353_cov_2.838213	4.98	16	53.5107169253511	1353	1other	1other
NODE_15969_length_1353_cov_2.713405	5.541	38	68.9578713968958	1353	1other	1other
NODE_1597_length_18659_cov_6.549559	11.9	5	66.5933830232184	18659	1other	1other
NODE_15970_length_1353_cov_2.583975	4.719	12	72.1359940872136	1353	1other	1other
NODE_15971_length_1353_cov_2.433744	5.48	38	70.0665188470066	1353	1other	1other
NODE_15972_length_1353_cov_2.426040	4.407	38	65.2623798965262	1353	1other	1other
NODE_15973_length_1353_cov_2.398305	4.531	38	69.620253164557	1353	1other	1other
NODE_15974_length_1353_cov_2.308166	4.143	14	61.4296351451973	1353	1other	1other
NODE_15975_length_1353_cov_1.855932	4.697	12	71.6306775874907	1353	1other	1other
NODE_15976_length_1353_cov_1.783513	3.657	38	71.3229859571323	1353	1other	1other
NODE_15977_length_1353_cov_1.697227	3.013	2	69.179600886918	1353	1other	1other
NODE_15978_length_1353_cov_1.651002	3.177	38	67.1840354767184	1353	1other	1other
NODE_15979_length_1353_cov_1.454545	2.882	38	64.7058823529412	1353	1other	1other
NODE_1598_length_18596_cov_20.759560	33.604	34	51.355130135513	18596	1other	1other
NODE_15980_length_1352_cov_5.478797	9.266	12	71.5976331360947	1352	1other	1other
NODE_15981_length_1352_cov_5.296839	9.234	12	71.1538461538462	1352	1other	1other
NODE_15982_length_1352_cov_3.279106	5.271	14	62.7958579881657	1352	1other	1other
NODE_15983_length_1352_cov_3.169622	6.286	14	61.2426035502959	1352	1other	1other
NODE_15984_length_1352_cov_3.136469	6.748	38	67.8994082840237	1352	1other	1other
NODE_15985_length_1352_cov_3.104086	5.794	2	65.5325443786982	1352	1other	1other
NODE_15986_length_1352_cov_2.985351	4.936	2	67.7514792899408	1352	1other	1other
NODE_15987_length_1352_cov_2.959907	5.541	38	65.0887573964497	1352	1other	1other
NODE_15988_length_1352_cov_2.866615	5.902	12	71.8934911242604	1352	1other	1other
NODE_15989_length_1352_cov_2.573631	6.602	12	71.2278106508876	1352	1other	1other
NODE_1599_length_18589_cov_20.694723	33.023	34	49.0505137446877	18589	1other	1other
NODE_15990_length_1352_cov_2.557440	4.233	12	74.0384615384615	1352	1other	1other
NODE_15991_length_1352_cov_2.411719	4.65	12	68.1952662721893	1352	1other	1other
NODE_15992_length_1352_cov_2.320740	3.784	38	65.8284023668639	1352	1other	1other
NODE_15993_length_1352_cov_2.077872	3.537	14	65.1627218934911	1352	1other	1other
NODE_15994_length_1352_cov_1.888204	4.145	12	64.5305514157973	1352	1other	1other
NODE_15995_length_1352_cov_1.541249	2.983	12	70.4881656804734	1352	1other	1other
NODE_15996_length_1351_cov_3.925926	6.461	14	61.7320503330866	1351	1other	1other
NODE_15997_length_1351_cov_3.857253	6.306	14	62.3982235381199	1351	1other	1other
NODE_15998_length_1351_cov_3.682870	5.922	14	61.880088823094	1351	1other	1other
NODE_15999_length_1351_cov_3.604167	7.208	38	71.8726868985936	1351	1other	1other
NODE_16_length_496482_cov_74.336720	121.057571428571	22	49.6737741848385	496482	ascomycete	ascomycete
NODE_160_length_178776_cov_116.072006	188.623235294118	4	64.2681344252025	178776	1other	1other
NODE_1600_length_18584_cov_4.352906	7.864	5	61.6229014205768	18584	1other	1other
NODE_16000_length_1351_cov_3.582562	5.721	14	58.2531458179127	1351	1other	1other
NODE_16001_length_1351_cov_3.074846	7.346	2	62.6943005181347	1351	1other	1other
NODE_16002_length_1351_cov_2.966821	4.731	14	60.2516654330126	1351	1other	1other
NODE_16003_length_1351_cov_2.777778	5.528	38	69.80014803849	1351	1other	1other
NODE_16004_length_1351_cov_2.749228	6.633	38	65.2849740932643	1351	1other	1other
NODE_16005_length_1351_cov_2.712963	5.044	38	71.9467061435973	1351	1other	1other
NODE_16006_length_1351_cov_2.604167	4.922	38	65.2109548482605	1351	1other	1other
NODE_16007_length_1351_cov_2.501543	4.916	38	64.6928201332346	1351	1other	1other
NODE_16008_length_1351_cov_2.387346	5.218	38	65.0629163582531	1351	1other	1other
NODE_16009_length_1351_cov_2.385031	3.947	2	66.6913397483346	1351	1other	1other
NODE_1601_length_18580_cov_207.722969	336.098	4	58.767491926803	18580	1other	1other
NODE_16010_length_1351_cov_2.271605	4.172	38	69.5040710584752	1351	1other	1other
NODE_16011_length_1351_cov_2.158951	3.658	14	61.4359733530718	1351	1other	1other
NODE_16012_length_1351_cov_2.037809	4.46	12	71.2065136935603	1351	1other	1other
NODE_16013_length_1351_cov_1.890432	3.825	2	62.9903774981495	1351	1other	1other
NODE_16014_length_1351_cov_1.888117	2.87	14	59.4374537379719	1351	1other	1other
NODE_16015_length_1351_cov_1.835648	4.498	38	68.8378978534419	1351	1other	1other
NODE_16016_length_1351_cov_1.579475	2.947	16	61.2139156180607	1351	1other	1other
NODE_16017_length_1351_cov_1.366512	2.617	2	58.4752035529238	1351	1other	1other
NODE_16018_length_1350_cov_218.355985	320.256	31	58.1481481481481	1350	1other	1other
NODE_16019_length_1350_cov_3.655598	6.545	2	64.5925925925926	1350	1other	1other
NODE_1602_length_18554_cov_5.979675	10.199	7	64.0778268836908	18554	1other	1other
NODE_16020_length_1350_cov_3.378378	6.546	14	62.8148148148148	1350	1other	1other
NODE_16021_length_1350_cov_2.928185	4.604	14	60.2222222222222	1350	1other	1other
NODE_16022_length_1350_cov_2.881081	5.244	38	66.5185185185185	1350	1other	1other
NODE_16023_length_1350_cov_2.821622	4.373	14	60.0740740740741	1350	1other	1other
NODE_16024_length_1350_cov_2.802317	4.749	14	56.962962962963	1350	1other	1other
NODE_16025_length_1350_cov_2.762162	4.352	14	60.1481481481481	1350	1other	1other
NODE_16026_length_1350_cov_2.701158	4.395	14	61.4814814814815	1350	1other	1other
NODE_16027_length_1350_cov_2.671042	5.411	38	69.037037037037	1350	1other	1other
NODE_16028_length_1350_cov_2.580695	4.386	38	73.7037037037037	1350	1other	1other
NODE_16029_length_1350_cov_2.338996	4.64	38	71.3533834586466	1350	1other	1other
NODE_1603_length_18519_cov_21.096512	33.93	34	49.1981208488579	18519	1other	1other
NODE_16030_length_1350_cov_2.290347	4.437	38	67.3333333333333	1350	1other	1other
NODE_16031_length_1350_cov_2.046332	3.465	12	64.8507462686567	1350	1other	1other
NODE_16032_length_1350_cov_2.025483	3.263	2	70	1350	1other	1other
NODE_16033_length_1350_cov_1.806950	2.957	2	58.8805970149254	1350	1other	1other
NODE_16034_length_1350_cov_1.737452	2.91	16	60	1350	1other	1other
NODE_16035_length_1349_cov_6.057187	12.455	2	66.7902149740549	1349	1other	1other
NODE_16036_length_1349_cov_4.812210	10.615	12	73.0170496664196	1349	1other	1other
NODE_16037_length_1349_cov_3.200927	6.09	12	73.6100815418829	1349	1other	1other
NODE_16038_length_1349_cov_3.046368	4.761	38	70.3484062268347	1349	1other	1other
NODE_16039_length_1349_cov_2.846986	4.941	38	70.2763256161314	1349	1other	1other
NODE_1604_length_18518_cov_33.458810	53.975	25	67.9339021492602	18518	1other	1other
NODE_16040_length_1349_cov_2.814529	5.248	38	70.4225352112676	1349	1other	1other
NODE_16041_length_1349_cov_2.806801	5.093	38	66.4195700518903	1349	1other	1other
NODE_16042_length_1349_cov_2.720247	4.457	12	66.7902149740549	1349	1other	1other
NODE_16043_length_1349_cov_2.555641	4.062	38	65.3875094055681	1349	1other	1other
NODE_16044_length_1349_cov_2.389490	4.445	14	59.3031875463306	1349	1other	1other
NODE_16045_length_1349_cov_2.332303	4.344	12	70.3510082150859	1349	1other	1other
NODE_16046_length_1349_cov_2.272025	3.638	16	60.7169529499627	1349	1other	1other
NODE_16047_length_1349_cov_2.205564	3.959	12	72.2757598220904	1349	1other	1other
NODE_16048_length_1349_cov_2.108964	3.71	2	63.4544106745738	1349	1other	1other
NODE_16049_length_1349_cov_2.058733	3.947	38	69.0140845070423	1349	1other	1other
NODE_1605_length_18518_cov_6.239344	10.599	7	62.1341397559132	18518	1other	1other
NODE_16050_length_1349_cov_2.022411	3.16	16	50.5559673832469	1349	1other	1other
NODE_16051_length_1349_cov_1.945904	3.321	14	62.1200889547813	1349	1other	1other
NODE_16052_length_1349_cov_1.894127	3.093	2	65.0852483320978	1349	1other	1other
NODE_16053_length_1349_cov_1.414219	2.91	38	71.9792438843588	1349	1other	1other
NODE_16054_length_1348_cov_10.391338	18.706	2	64.4658753709199	1348	1other	1other
NODE_16055_length_1348_cov_3.855375	6.638	12	74.5548961424332	1348	1other	1other
NODE_16056_length_1348_cov_3.809745	6.076	14	58.0860534124629	1348	1other	1other
NODE_16057_length_1348_cov_3.771075	8.774	2	64.6142433234421	1348	1other	1other
NODE_16058_length_1348_cov_3.269915	5.367	38	63.353115727003	1348	1other	1other
NODE_16059_length_1348_cov_3.119103	5.3	2	65.4302670623145	1348	1other	1other
NODE_1606_length_18501_cov_9.233818	15.336	6	61.9912437165559	18501	1other	1other
NODE_16060_length_1348_cov_2.858469	6.436	2	69.4319880418535	1348	1other	1other
NODE_16061_length_1348_cov_2.569219	5.601	38	65.4302670623145	1348	1other	1other
NODE_16062_length_1348_cov_2.518948	4.732	14	59.1988130563798	1348	1other	1other
NODE_16063_length_1348_cov_2.430008	4.202	38	66.839762611276	1348	1other	1other
NODE_16064_length_1348_cov_2.252900	3.95	12	73.0941704035874	1348	1other	1other
NODE_16065_length_1348_cov_2.242846	4.435	12	74.3323442136498	1348	1other	1other
NODE_16066_length_1348_cov_1.953596	3.26	38	64.3916913946587	1348	1other	1other
NODE_16067_length_1347_cov_5.805728	9.719	14	63.4001484780995	1347	1other	1other
NODE_16068_length_1347_cov_4.565015	8.903	2	65.7757980697847	1347	1other	1other
NODE_16069_length_1347_cov_4.306502	8.468	38	72.1603563474387	1347	1other	1other
NODE_1607_length_18495_cov_19.874892	33.02	25	67.6236820762368	18495	1other	1other
NODE_16070_length_1347_cov_3.443498	6.416	12	72.6252804786836	1347	1other	1other
NODE_16071_length_1347_cov_3.300310	6.074	14	60.8017817371938	1347	1other	1other
NODE_16072_length_1347_cov_3.185759	5.25	14	62.4350408314774	1347	1other	1other
NODE_16073_length_1347_cov_2.728328	5.362	38	69.4877505567929	1347	1other	1other
NODE_16074_length_1347_cov_2.711300	4.953	2	65.9985152190052	1347	1other	1other
NODE_16075_length_1347_cov_2.611455	5.02	12	71.5664439495174	1347	1other	1other
NODE_16076_length_1347_cov_2.537926	4.189	38	69.4091249065071	1347	1other	1other
NODE_16077_length_1347_cov_2.440402	4.35	14	64.4394951744618	1347	1other	1other
NODE_16078_length_1347_cov_2.394737	4.062	2	65.1818856718634	1347	1other	1other
NODE_16079_length_1347_cov_2.195820	4.318	12	71.343726800297	1347	1other	1other
NODE_1608_length_18456_cov_41.406391	56.65	8	16.8671434763762	18456	ascomycete	ascomycete
NODE_16080_length_1347_cov_2.175697	3.854	38	71.2041884816754	1347	1other	1other
NODE_16081_length_1347_cov_1.977554	4.393	2	59.4654788418708	1347	1other	1other
NODE_16082_length_1347_cov_1.685759	3.039	12	72.5315515961396	1347	1other	1other
NODE_16083_length_1347_cov_1.615325	3.641	38	74.6102449888641	1347	1other	1other
NODE_16084_length_1347_cov_1.441176	2.439	38	66.815144766147	1347	1other	1other
NODE_16085_length_1347_cov_1.200464	1.996	38	62.5835189309577	1347	1other	1other
NODE_16086_length_1346_cov_5.862897	13.793	12	66.6419019316493	1346	1other	1other
NODE_16087_length_1346_cov_3.905500	7.736	2	67.0876671619614	1346	1other	1other
NODE_16088_length_1346_cov_3.885360	7.081	14	59.6582466567608	1346	1other	1other
NODE_16089_length_1346_cov_3.564679	6.143	38	67.6077265973254	1346	1other	1other
NODE_1609_length_18452_cov_20.460129	33.298	34	50.7099501409061	18452	1other	1other
NODE_16090_length_1346_cov_3.362510	5.781	38	74.0713224368499	1346	1other	1other
NODE_16091_length_1346_cov_3.324555	6.011	38	70.1337295690936	1346	1other	1other
NODE_16092_length_1346_cov_3.154919	5.431	14	58.7667161961367	1346	1other	1other
NODE_16093_length_1346_cov_3.099148	5.181	2	63.9673105497771	1346	1other	1other
NODE_16094_length_1346_cov_2.841208	6.304	30	54.0118870728083	1346	1other	1other
NODE_16095_length_1346_cov_2.828040	5.674	38	71.3224368499257	1346	1other	1other
NODE_16096_length_1346_cov_2.810225	4.795	14	66.8647845468054	1346	1other	1other
NODE_16097_length_1346_cov_2.787761	6.058	38	67.9791976225854	1346	1other	1other
NODE_16098_length_1346_cov_2.754454	5.086	38	72.8083209509658	1346	1other	1other
NODE_16099_length_1346_cov_2.693261	4.62	14	62.704309063893	1346	1other	1other
NODE_161_length_178610_cov_21.235283	34.1228235294118	34	50.7917133258679	178610	1other	1other
NODE_1610_length_18435_cov_5.843526	9.906	7	61.6164903715758	18435	1other	1other
NODE_16100_length_1346_cov_2.570875	4.458	12	73.4026745913819	1346	1other	1other
NODE_16101_length_1346_cov_2.476375	4.202	14	55.5720653789004	1346	1other	1other
NODE_16102_length_1346_cov_2.429899	4.085	14	58.8323353293413	1346	1other	1other
NODE_16103_length_1346_cov_2.335399	3.827	14	54.7548291233284	1346	1other	1other
NODE_16104_length_1346_cov_2.184353	4.602	14	62.630014858841	1346	1other	1other
NODE_16105_length_1346_cov_2.031758	3.609	2	63.1500742942051	1346	1other	1other
NODE_16106_length_1346_cov_2.000000	3.263	NA	63.6976047904192	1346	1other	1other
NODE_16107_length_1346_cov_1.966692	3.404	38	66.5419161676647	1346	1other	1other
NODE_16108_length_1345_cov_213.591473	329.869	31	69.7397769516729	1345	1other	1other
NODE_16109_length_1345_cov_60.913178	49.575	11	48.7732342007435	1345	1other	1other
NODE_1611_length_18406_cov_5.910359	10.22	7	62.5556883624905	18406	1other	1other
NODE_16110_length_1345_cov_13.948837	24.857	31	69.9628252788104	1345	1other	1other
NODE_16111_length_1345_cov_7.789922	12.842	2	65.0557620817844	1345	1other	1other
NODE_16112_length_1345_cov_4.230233	9.552	2	65.3531598513011	1345	1other	1other
NODE_16113_length_1345_cov_4.203101	7.732	2	62.6022304832714	1345	1other	1other
NODE_16114_length_1345_cov_4.028682	6.801	14	57.6208178438662	1345	1other	1other
NODE_16115_length_1345_cov_3.875194	6.13	14	57.3234200743494	1345	1other	1other
NODE_16116_length_1345_cov_3.567442	6.259	38	65.9479553903346	1345	1other	1other
NODE_16117_length_1345_cov_3.441860	5.512	14	55.6877323420074	1345	1other	1other
NODE_16118_length_1345_cov_2.862016	5.291	14	63.5687732342007	1345	1other	1other
NODE_16119_length_1345_cov_2.540310	4.628	38	69.2193308550186	1345	1other	1other
NODE_1612_length_18393_cov_27.906587	35.966	34	52.9494916544337	18393	1other	1other
NODE_16120_length_1345_cov_2.496899	5.844	12	68.6988847583643	1345	1other	1other
NODE_16121_length_1345_cov_2.441860	4.187	38	66.0223048327138	1345	1other	1other
NODE_16122_length_1345_cov_2.404651	3.862	38	67.4349442379182	1345	1other	1other
NODE_16123_length_1345_cov_2.358915	3.914	2	69.1441441441441	1345	1other	1other
NODE_16124_length_1345_cov_2.258915	3.601	38	64.8327137546468	1345	1other	1other
NODE_16125_length_1345_cov_2.009302	4.593	38	69.4423791821561	1345	1other	1other
NODE_16126_length_1345_cov_1.889922	3.282	38	69.063670411985	1345	1other	1other
NODE_16127_length_1345_cov_1.315504	2.12	16	47.360594795539	1345	1other	1other
NODE_16128_length_1344_cov_3.788984	7.771	2	65.1041666666667	1344	1other	1other
NODE_16129_length_1344_cov_2.896043	4.601	14	59.1454272863568	1344	1other	1other
NODE_1613_length_18360_cov_17.954329	29.522	25	62.516339869281	18360	1other	1other
NODE_16130_length_1344_cov_2.753297	4.248	14	65.8920539730135	1344	1other	1other
NODE_16131_length_1344_cov_2.737005	5.841	2	61.9791666666667	1344	1other	1other
NODE_16132_length_1344_cov_2.725369	4.746	2	65.625	1344	1other	1other
NODE_16133_length_1344_cov_2.614430	4.576	14	60.1190476190476	1344	1other	1other
NODE_16134_length_1344_cov_2.504267	4.726	14	56.1755952380952	1344	1other	1other
NODE_16135_length_1344_cov_2.479441	3.956	14	62.0535714285714	1344	1other	1other
NODE_16136_length_1344_cov_2.438324	4.291	12	67.4662668665667	1344	1other	1other
NODE_16137_length_1344_cov_2.357642	3.94	2	62.2767857142857	1344	1other	1other
NODE_16138_length_1344_cov_2.145074	4.09	2	71.0565476190476	1344	1other	1other
NODE_16139_length_1344_cov_2.012413	4.539	23	70.1649175412294	1344	1other	1other
NODE_1614_length_18354_cov_20.819936	32.57	34	51.2313392176092	18354	1other	1other
NODE_16140_length_1344_cov_1.894492	3.646	38	62.7976190476191	1344	1other	1other
NODE_16141_length_1343_cov_5.798913	10.735	38	71.6306775874907	1343	1other	1other
NODE_16142_length_1343_cov_4.486801	7.739	14	59.489872468117	1343	1other	1other
NODE_16143_length_1343_cov_4.111025	8.463	38	66.4184661206255	1343	1other	1other
NODE_16144_length_1343_cov_4.049689	8.074	14	65.3760238272524	1343	1other	1other
NODE_16145_length_1343_cov_3.287267	5.616	38	72.8220402084885	1343	1other	1other
NODE_16146_length_1343_cov_3.163043	5.515	38	67.982129560685	1343	1other	1other
NODE_16147_length_1343_cov_3.102484	5.203	14	65.1526433358153	1343	1other	1other
NODE_16148_length_1343_cov_3.011646	4.871	38	66.120625465376	1343	1other	1other
NODE_16149_length_1343_cov_2.918478	6.734	38	66.5673864482502	1343	1other	1other
NODE_1615_length_18339_cov_6.260118	11.171	5	65.4561317410982	18339	1other	1other
NODE_16150_length_1343_cov_2.822205	4.432	14	62.6406601650413	1343	1other	1other
NODE_16151_length_1343_cov_2.602484	6.321	38	67.6098287416232	1343	1other	1other
NODE_16152_length_1343_cov_2.370342	3.926	2	60.1638123603872	1343	1other	1other
NODE_16153_length_1343_cov_2.333075	4.783	38	73.6411020104244	1343	1other	1other
NODE_16154_length_1343_cov_2.303571	5.569	14	61.0573343261355	1343	1other	1other
NODE_16155_length_1343_cov_2.250776	4.208	12	75.7259865971705	1343	1other	1other
NODE_16156_length_1343_cov_2.223602	3.988	38	69.3968726731199	1343	1other	1other
NODE_16157_length_1343_cov_1.402950	2.373	2	65.1526433358153	1343	1other	1other
NODE_16158_length_1342_cov_4.222222	6.63	14	59.2399403874814	1342	1other	1other
NODE_16159_length_1342_cov_4.003108	9.797	12	71.0134128166915	1342	1other	1other
NODE_1616_length_18301_cov_3.899649	6.816	14	62.446011699743	18301	1other	1other
NODE_16160_length_1342_cov_2.871018	4.49	2	65.7973174366617	1342	1other	1other
NODE_16161_length_1342_cov_2.859363	4.788	12	76.8256333830104	1342	1other	1other
NODE_16162_length_1342_cov_2.712510	4.572	12	70.0447093889717	1342	1other	1other
NODE_16163_length_1342_cov_2.609946	4.77	14	59.8360655737705	1342	1other	1other
NODE_16164_length_1342_cov_2.600622	5.543	14	61.698956780924	1342	1other	1other
NODE_16165_length_1342_cov_2.477078	3.937	38	66.0953800298063	1342	1other	1other
NODE_16166_length_1342_cov_2.431235	5.015	14	65.946348733234	1342	1other	1other
NODE_16167_length_1342_cov_2.341880	4.193	2	68.1818181818182	1342	1other	1other
NODE_16168_length_1342_cov_2.334110	5.143	38	67.5856929955291	1342	1other	1other
NODE_16169_length_1342_cov_2.310800	5.938	14	59.5380029806259	1342	1other	1other
NODE_1617_length_18278_cov_26.957307	44.489	25	70.2155596892439	18278	1other	1other
NODE_16170_length_1342_cov_2.259518	4.99	14	61.698956780924	1342	1other	1other
NODE_16171_length_1342_cov_2.183372	3.88	38	70.6408345752608	1342	1other	1other
NODE_16172_length_1342_cov_2.127428	4.473	12	68.9269746646796	1342	1other	1other
NODE_16173_length_1342_cov_2.097902	3.964	38	64.6050670640835	1342	1other	1other
NODE_16174_length_1342_cov_2.000777	3.434	NA	61.7734724292101	1342	1other	1other
NODE_16175_length_1342_cov_1.812743	3.037	38	71.5350223546945	1342	1other	1other
NODE_16176_length_1341_cov_5.204510	9.004	2	65.8463832960477	1341	1other	1other
NODE_16177_length_1341_cov_4.453344	8.395	2	70.8489857250188	1341	1other	1other
NODE_16178_length_1341_cov_4.097978	7.337	14	59.1349739000746	1341	1other	1other
NODE_16179_length_1341_cov_3.839813	6.101	38	65.324384787472	1341	1other	1other
NODE_1618_length_18259_cov_11.156669	18.833	25	65.1295251656717	18259	1other	1other
NODE_16180_length_1341_cov_3.439347	7.651	2	70.1715137956749	1341	1other	1other
NODE_16181_length_1341_cov_3.234837	5.311	14	60.7009694258016	1341	1other	1other
NODE_16182_length_1341_cov_3.165630	6.193	38	69.8732289336316	1341	1other	1other
NODE_16183_length_1341_cov_3.087092	4.81	16	57.6435495898583	1341	1other	1other
NODE_16184_length_1341_cov_2.907465	4.749	14	54.8844146159582	1341	1other	1other
NODE_16185_length_1341_cov_2.906687	5.172	38	71.6003005259204	1341	1other	1other
NODE_16186_length_1341_cov_2.781493	4.512	18	45.7867263236391	1341	1other	1other
NODE_16187_length_1341_cov_2.717729	4.489	2	61.5958240119314	1341	1other	1other
NODE_16188_length_1341_cov_2.713841	4.652	2	61.5958240119314	1341	1other	1other
NODE_16189_length_1341_cov_2.680404	4.239	38	67.337807606264	1341	1other	1other
NODE_1619_length_18242_cov_75.536042	123.448	22	48.89266527793	18242	ascomycete	ascomycete
NODE_16190_length_1341_cov_2.626750	5.565	12	71.6629381058911	1341	1other	1other
NODE_16191_length_1341_cov_2.486003	4.685	14	64.5041014168531	1341	1other	1other
NODE_16192_length_1341_cov_2.458009	5.3	12	75.0932140193885	1341	1other	1other
NODE_16193_length_1341_cov_2.220840	4.379	38	71.3646532438479	1341	1other	1other
NODE_16194_length_1341_cov_2.133748	4.488	38	68.3072334079045	1341	1other	1other
NODE_16195_length_1341_cov_2.015552	3.544	12	67.2426746806912	1341	1other	1other
NODE_16196_length_1341_cov_1.958787	3.837	38	74.2299023290759	1341	1other	1other
NODE_16197_length_1341_cov_1.724728	3.004	16	58.3892617449664	1341	1other	1other
NODE_16198_length_1341_cov_1.659409	2.659	14	51.7524235645041	1341	1other	1other
NODE_16199_length_1340_cov_21.549416	35.998	31	64.5522388059701	1340	1other	1other
NODE_162_length_177507_cov_21.151630	34.3201176470588	34	50.7172772213047	177507	1other	1other
NODE_1620_length_18221_cov_5.975228	10.567	5	64.2610175072718	18221	1other	1other
NODE_16200_length_1340_cov_4.486381	11.328	2	66.1940298507463	1340	1other	1other
NODE_16201_length_1340_cov_4.206226	6.766	14	56.4179104477612	1340	1other	1other
NODE_16202_length_1340_cov_3.801556	5.903	14	62.4626865671642	1340	1other	1other
NODE_16203_length_1340_cov_3.660700	7.122	38	68.5820895522388	1340	1other	1other
NODE_16204_length_1340_cov_3.628016	5.654	14	57.0676691729323	1340	1other	1other
NODE_16205_length_1340_cov_3.449805	5.401	14	61.8045112781955	1340	1other	1other
NODE_16206_length_1340_cov_3.247471	6.204	38	66.6417910447761	1340	1other	1other
NODE_16207_length_1340_cov_2.845136	5.228	12	71.7293233082707	1340	1other	1other
NODE_16208_length_1340_cov_2.793774	4.561	2	64.6616541353384	1340	1other	1other
NODE_16209_length_1340_cov_2.709728	4.3	38	64.0298507462687	1340	1other	1other
NODE_1621_length_18171_cov_6.194579	10.62	7	61.851301524407	18171	1other	1other
NODE_16210_length_1340_cov_2.652140	5.113	38	62.9850746268657	1340	1other	1other
NODE_16211_length_1340_cov_2.635798	4.227	14	61.0526315789474	1340	1other	1other
NODE_16212_length_1340_cov_2.295720	3.807	38	68.4210526315789	1340	1other	1other
NODE_16213_length_1340_cov_2.108949	3.337	2	61.865671641791	1340	1other	1other
NODE_16214_length_1340_cov_2.039689	3.701	30	62.5373134328358	1340	1other	1other
NODE_16215_length_1340_cov_1.925292	3.487	12	69.6268656716418	1340	1other	1other
NODE_16216_length_1340_cov_1.743969	2.981	2	58.3458646616541	1340	1other	1other
NODE_16217_length_1339_cov_9.964953	19.54	31	65.6460044809559	1339	1other	1other
NODE_16218_length_1339_cov_7.576324	12.805	38	73.1889469753547	1339	1other	1other
NODE_16219_length_1339_cov_3.961059	7.627	21	69.9775952203137	1339	1other	1other
NODE_1622_length_18169_cov_5.299437	8.741	29	28.77911779283	18169	1other	1other
NODE_16220_length_1339_cov_3.933801	8.226	14	59.1486183719193	1339	1other	1other
NODE_16221_length_1339_cov_2.827103	4.476	16	56.6094100074683	1339	1other	1other
NODE_16222_length_1339_cov_2.661994	4.355	16	59.1486183719193	1339	1other	1other
NODE_16223_length_1339_cov_2.512461	4.341	38	65.9142212189616	1339	1other	1other
NODE_16224_length_1339_cov_2.001558	4.527	38	72.6661687826736	1339	1other	1other
NODE_16225_length_1339_cov_1.383956	2.392	14	56.1613144137416	1339	1other	1other
NODE_16226_length_1338_cov_4.119252	7.876	14	63.2286995515695	1338	1other	1other
NODE_16227_length_1338_cov_3.682775	6.073	14	65.0971599402093	1338	1other	1other
NODE_16228_length_1338_cov_3.534684	8.543	14	66.5919282511211	1338	1other	1other
NODE_16229_length_1338_cov_2.945440	6.466	38	70.4783258594918	1338	1other	1other
NODE_1623_length_18167_cov_5.917237	10.664	5	63.7109654678636	18167	1other	1other
NODE_16230_length_1338_cov_2.848792	5.054	38	67.4887892376682	1338	1other	1other
NODE_16231_length_1338_cov_2.553390	4.272	14	62.9297458893871	1338	1other	1other
NODE_16232_length_1338_cov_2.498831	4.374	14	63.1539611360239	1338	1other	1other
NODE_16233_length_1338_cov_2.224474	4.124	12	72.4962630792227	1338	1other	1other
NODE_16234_length_1338_cov_2.113016	4.604	38	63.9013452914798	1338	1other	1other
NODE_16235_length_1338_cov_1.782541	3.571	38	71.3855421686747	1338	1other	1other
NODE_16236_length_1338_cov_1.774747	2.929	38	64.3497757847534	1338	1other	1other
NODE_16237_length_1338_cov_1.702260	2.993	16	59.49177877429	1338	1other	1other
NODE_16238_length_1338_cov_1.487140	2.791	2	65.5120481927711	1338	1other	1other
NODE_16239_length_1337_cov_29.725429	29.389	31	61.7801047120419	1337	1other	1other
NODE_1624_length_18135_cov_5.974447	10.351	5	66.0435621725944	18135	1other	1other
NODE_16240_length_1337_cov_6.820593	10.481	14	57.5916230366492	1337	1other	1other
NODE_16241_length_1337_cov_4.858814	9.851	12	70.8302169035153	1337	1other	1other
NODE_16242_length_1337_cov_4.507800	7.886	38	72.4008975317876	1337	1other	1other
NODE_16243_length_1337_cov_4.226989	8.773	2	62.6224566691786	1337	1other	1other
NODE_16244_length_1337_cov_3.534321	5.775	14	58.1151832460733	1337	1other	1other
NODE_16245_length_1337_cov_3.141186	5.263	38	64.7718773373224	1337	1other	1other
NODE_16246_length_1337_cov_2.945398	4.692	38	65.2954375467464	1337	1other	1other
NODE_16247_length_1337_cov_2.622465	4.466	14	62.303664921466	1337	1other	1other
NODE_16248_length_1337_cov_2.464119	4.34	2	65.0710545998504	1337	1other	1other
NODE_16249_length_1337_cov_2.440718	3.964	14	64.9214659685864	1337	1other	1other
NODE_1625_length_18118_cov_9.451531	15.75	6	60.0949332155867	18118	1other	1other
NODE_16250_length_1337_cov_2.434477	3.943	38	69.3293142426526	1337	1other	1other
NODE_16251_length_1337_cov_2.279251	3.87	38	70.6058339566193	1337	1other	1other
NODE_16252_length_1337_cov_2.242590	3.838	38	70.3066566940912	1337	1other	1other
NODE_16253_length_1337_cov_2.167707	3.345	14	57.5916230366492	1337	1other	1other
NODE_16254_length_1337_cov_2.068643	3.812	38	69.7083021690352	1337	1other	1other
NODE_16255_length_1337_cov_1.962559	3.737	2	60.9573672400898	1337	1other	1other
